City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,vadso,70.0744,29.7487,45.48,65,100,4.61,NO,1715528158
363,pembroke,45.8168,-77.1162,61.18,65,87,3.31,CA,1715528234
364,covington,39.0837,-84.5086,70.86,47,0,1.99,US,1715527676
365,vangaindrano,-23.35,47.6,72.23,83,19,5.7,MG,1715528245
366,petropavlovka,50.6114,105.3196,53.22,56,97,10.13,RU,1715528245
367,villa el carmen,11.9801,-86.5057,88.97,48,100,13.02,NI,1715528245
368,namtsy,62.7161,129.6658,30.69,72,85,4.83,RU,1715528245
369,odda,60.0691,6.5457,57.47,70,74,2.46,NO,1715528245
370,hami,42.8,93.45,86.56,7,0,13.91,CN,1715528245
371,sung noen,14.8992,101.8207,92.05,60,63,4.72,TH,1715528245
372,la passe,45.5549,-0.8967,63.01,79,73,13.2,FR,1715528155
373,chonchi,-42.6128,-73.8092,45.61,70,70,3.87,CL,1715528161
374,narrabri,-30.3167,149.7833,50.52,96,3,0.2,AU,1715528245
375,ixtapa,20.7,-105.2,74.43,83,20,0.0,MX,1715528171
376,fale old settlement,-9.3852,-171.2468,84.74,75,91,12.48,TK,1715528166
377,kamaishi,39.2667,141.8833,59.4,97,100,10.63,JP,1715528245
378,kolonia town,6.964,158.206,77.0,100,100,4.61,FM,1715528246
379,saint-denis,48.9167,2.3333,75.76,63,75,20.71,FR,1715528246
380,xapuri,-10.6517,-68.5044,93.42,42,72,4.41,BR,1715528246
381,kaman,27.65,77.2667,94.37,24,22,2.59,IN,1715528246
382,wotho,10.1657,166.0102,81.39,83,100,19.28,MH,1715528246
383,cafayate,-26.073,-65.9761,64.2,47,19,9.33,AR,1715528246
384,ulladulla,-35.35,150.4667,57.63,90,100,10.27,AU,1715528246
385,papao,-17.75,-149.55,76.68,84,49,15.28,PF,1715528246
386,husum,54.4858,9.0524,66.16,70,15,14.07,DE,1715528028
387,copiapo,-27.3667,-70.3333,55.09,33,6,5.1,CL,1715528002
388,turmalina,-17.2856,-42.73,90.61,31,0,2.51,BR,1715528246
389,gumdag,39.2061,54.5906,90.9,18,48,8.84,TM,1715528246
390,paragominas,-2.9667,-47.4833,89.74,54,84,2.26,BR,1715528246
391,kabare,-2.4683,28.8242,65.86,94,75,3.69,CD,1715528247
392,escarcega,18.6089,-90.7454,96.21,38,100,6.67,MX,1715528247
393,mahriz,31.5917,54.4318,88.3,13,0,4.0,IR,1715528247
394,ardahan,41.1087,42.7022,43.34,97,100,7.05,TR,1715528247
395,geraldton,-28.7667,114.6,64.81,82,87,9.22,AU,1715528162
396,mount pearl,47.5166,-52.7813,44.33,97,100,21.85,CA,1715528102
397,diego de almagro,-26.3667,-70.05,72.48,17,27,5.88,CL,1715528247
398,nouadhibou,20.931,-17.0347,64.11,85,87,27.76,MR,1715528175
399,tolanaro,-25.0319,46.9987,77.07,78,0,20.71,MG,1715528164
400,taulaga,-11.0553,-171.0883,83.39,78,96,10.02,AS,1715528247
401,sudak,44.85,34.9667,53.94,48,4,11.21,UA,1715528247
402,ritterhude,53.1811,8.7216,71.17,61,0,12.66,DE,1715528247
403,fort frances,48.5999,-93.4003,63.16,49,40,11.5,CA,1715528247
404,cockburn town,21.4612,-71.1419,79.65,79,0,2.13,TC,1715528130
405,dolores,-36.3132,-57.6792,53.83,56,92,13.78,AR,1715528248
406,mahuta,-10.8667,39.45,68.95,92,7,3.56,TZ,1715528248
407,lincoln city,44.9582,-124.0179,57.04,91,57,14.0,US,1715528217
408,praia da vitoria,38.7333,-27.0667,71.85,73,20,8.95,PT,1715528161
409,la paz,-16.5,-68.15,62.58,29,20,2.3,BO,1715528126
410,unhel,23.3333,75.5667,86.32,37,93,9.51,IN,1715528248
411,porto novo,6.4965,2.6036,89.42,85,100,9.64,BJ,1715528248
412,northam,51.0333,-4.2167,60.62,82,28,9.62,GB,1715528248
413,alice springs,-23.7,133.8833,47.75,71,100,3.44,AU,1715528153
414,alagapuram,11.8871,78.9176,85.69,67,64,6.53,IN,1715528248
415,antsiranana,-12.2787,49.2917,83.16,65,40,11.5,MG,1715528248
416,bahia de caraquez,-0.6,-80.4167,82.58,87,100,10.49,EC,1715528248
417,nagar karnul,16.4821,78.3247,88.79,43,50,10.13,IN,1715528248
418,kalmunai,7.4167,81.8167,84.78,74,52,5.95,LK,1715528248
419,horqueta,-23.3428,-57.0597,93.04,30,81,10.58,PY,1715528248
420,kendari,-3.945,122.4989,75.04,96,58,2.75,ID,1715528249
421,east ballina,-28.8667,153.5833,58.48,79,0,11.39,AU,1715528249
422,aguas vermelhas,-15.7472,-41.46,81.45,50,51,3.29,BR,1715528249
423,castillos,-34.1667,-53.8333,57.81,88,99,6.73,UY,1715528154
424,heroica caborca,30.7167,-112.15,79.41,17,0,1.07,MX,1715528249
425,cushing,35.9851,-96.767,73.51,53,0,4.61,US,1715528249
426,latimer,30.5346,-88.8667,78.58,53,40,8.05,US,1715528249
427,nykobing sjaelland,55.9249,11.6711,60.24,55,9,12.41,DK,1715528249
428,spring creek,40.7266,-115.5859,57.7,53,3,4.5,US,1715528000
429,kabo,7.6994,18.629,103.26,17,98,2.66,CF,1715528249
430,the pas,53.8251,-101.2541,39.22,75,100,10.36,CA,1715528249
431,nema,57.5067,50.5011,34.75,76,47,11.07,RU,1715528181
432,ma'an,26.9775,110.7211,68.14,70,78,3.71,CN,1715528249
433,cabo san lucas,22.8909,-109.9124,89.91,36,20,4.61,MX,1715527980
434,gadarwara,22.9167,78.7833,98.6,18,61,5.5,IN,1715528250
435,san fernando de apure,7.8878,-67.4724,93.72,47,82,9.98,VE,1715528250
436,howrah,22.5892,88.3103,84.2,79,20,4.61,IN,1715528153
437,colon,9.3592,-79.9014,87.62,71,100,7.0,PA,1715528250
438,jalai nur,49.45,117.7,53.53,39,99,12.46,CN,1715528250
439,mamuju,-2.6748,118.8885,78.67,89,97,2.68,ID,1715528250
440,raton,36.9034,-104.4391,52.14,87,40,0.0,US,1715528178
441,ujae,8.9322,165.7642,81.55,83,84,19.39,MH,1715528142
442,goondiwindi,-28.55,150.3167,54.79,76,0,4.63,AU,1715528250
443,port saint john's,-31.6229,29.5448,65.34,70,0,3.94,ZA,1715528057
444,tumaco,1.7986,-78.8156,83.39,77,49,3.24,CO,1715528250
445,ad dilam,23.9915,47.1627,104.41,12,46,7.54,SA,1715528250
446,pitimbu,-7.4706,-34.8086,88.39,65,13,10.18,BR,1715528250
447,chernyshevskiy,63.0128,112.4714,31.37,98,100,6.64,RU,1715528250
448,zhangye,38.9342,100.4517,69.1,12,0,10.25,CN,1715528250
449,altai,46.3722,96.2583,61.83,15,57,10.92,MN,1715528251
450,santa elena de uairen,4.6167,-61.1333,76.84,67,96,8.16,VE,1715528251
451,pacific grove,36.6177,-121.9166,55.42,92,100,3.44,US,1715528251
452,amboanjo,-22.6667,47.8167,71.98,82,6,6.64,MG,1715528251
453,galle,6.0367,80.217,82.56,80,100,6.51,LK,1715528251
454,chhuikhadan,21.5333,80.9833,92.73,29,71,6.22,IN,1715528251
455,comblain-au-pont,50.4749,5.5771,79.72,64,100,7.65,BE,1715528251
456,claveria,18.6074,121.0832,80.64,87,55,5.1,PH,1715528251
457,malabar,-33.9667,151.25,62.19,94,100,10.36,AU,1715528251
458,nadym,65.5333,72.5167,34.97,98,100,10.2,RU,1715528183
459,okhotsk,59.3833,143.3,31.91,96,100,5.68,RU,1715528251
460,kill devil hills,36.0307,-75.676,73.4,54,0,11.5,US,1715528180
461,leava,-14.3,-178.1667,81.81,80,100,24.72,WF,1715528251
462,bardai,11.65,7.2333,81.73,56,95,15.99,NG,1715528252
463,kupang,-10.1667,123.5833,79.47,80,45,12.17,ID,1715528252
464,changde,29.0464,111.6783,68.2,76,98,6.67,CN,1715528252
465,n'zeto,-7.2312,12.8666,82.08,81,15,8.79,AO,1715528252
466,chui,-33.6971,-53.4616,58.21,88,100,7.58,UY,1715528252
467,tyul'gan,52.3405,56.166,47.57,94,100,10.36,RU,1715528252
468,shenjiamen,29.9576,122.298,60.28,79,100,8.48,CN,1715528252
469,tamanrasset,22.785,5.5228,93.11,9,0,6.91,DZ,1715528156
470,saint-joseph,-21.3667,55.6167,75.58,80,67,14.56,RE,1715528166
471,leones,-32.6617,-62.2968,52.52,70,100,10.89,AR,1715528001
472,dossor,47.5272,52.9811,72.88,50,100,10.74,KZ,1715528253
473,camiri,-20.05,-63.5167,58.78,88,100,0.0,BO,1715528253
474,holualoa,19.6228,-155.9522,69.64,92,100,11.5,US,1715528158
475,coquimbo,-29.9533,-71.3436,56.93,70,0,3.44,CL,1715527850
476,cururupu,-1.8283,-44.8683,85.57,74,100,4.36,BR,1715528169
477,carrigaline,51.8117,-8.3986,62.35,77,75,9.22,IE,1715528253
478,upper hutt,-41.1383,175.0502,51.12,95,83,1.68,NZ,1715528253
479,shimo-furano,43.35,142.3833,61.2,93,100,8.86,JP,1715528253
480,batken,39.8333,71.0,47.08,71,100,1.59,KG,1715528253
481,rio grande,-32.035,-52.0986,62.71,91,100,14.56,BR,1715527967
482,palikir - national government center,6.9248,158.1611,75.94,100,100,4.61,FM,1715528167
483,tsiroanomandidy,-18.7667,46.0333,69.62,57,13,3.04,MG,1715528253
484,st. john's,47.5649,-52.7093,45.16,97,100,21.85,CA,1715527981
485,boksitogorsk,59.474,33.8485,43.61,55,70,3.78,RU,1715528254
486,mezhdurechenskiy,59.6,65.9333,43.09,70,100,13.8,RU,1715528254
487,songling,31.1933,120.7176,60.69,57,69,1.3,CN,1715528254
488,ad-damazin,11.7891,34.3592,103.21,16,50,5.66,SD,1715527995
489,sparti,37.0733,22.4297,69.94,56,91,0.31,GR,1715528254
490,vyazemskiy,47.5378,134.7525,44.8,90,98,9.73,RU,1715528254
491,tevriz,57.509,72.4042,58.64,57,77,13.33,RU,1715528254
492,kapshagay,43.8833,77.0833,60.91,69,100,11.45,KZ,1715528156
493,joroinen,62.1782,27.8317,47.35,56,100,7.81,FI,1715528254
494,gangneung,37.7556,128.8961,61.36,60,11,5.86,KR,1715528254
495,tadine,-21.55,167.8833,71.96,63,95,11.52,NC,1715528254
496,saudarkrokur,65.7461,-19.6394,39.27,98,100,8.95,IS,1715528164
497,bulungu,-4.55,18.6,86.58,59,77,3.67,CD,1715528254
498,nagqu,31.5,92.0,39.43,19,92,9.24,CN,1715528153
499,abepura,-2.6333,140.5833,77.81,94,20,4.61,ID,1715528254
500,kargasok,59.0556,80.8572,51.96,51,40,10.0,RU,1715528255
501,haiku-pauwela,20.9219,-156.3051,71.04,85,0,1.01,US,1715528155
502,robbah,33.2797,6.9098,91.04,15,66,6.49,DZ,1715528255
503,namibe,-15.1961,12.1522,74.3,76,3,10.04,AO,1715528160
504,piqua,40.1448,-84.2424,68.38,51,4,4.09,US,1715528255
505,abadan,30.3392,48.3043,93.15,22,75,11.5,IR,1715528255
506,pitea,65.3172,21.4794,51.89,74,66,4.68,SE,1715528255
507,zaragoza,41.6561,-0.8773,85.01,23,0,4.61,ES,1715528255
508,al badari,26.9926,31.4155,87.06,19,0,14.79,EG,1715528255
509,laojunmiao,39.8333,97.7333,62.15,13,0,10.83,CN,1715528165
510,dalandzadgad,43.5708,104.425,71.74,9,3,19.3,MN,1715528255
511,mirriah,13.7073,9.1501,104.61,22,0,9.22,NE,1715528255
512,puerto deseado,-47.7503,-65.8938,41.74,86,100,14.34,AR,1715528179
513,cascais,38.6979,-9.4215,75.06,69,20,30.0,PT,1715528057
514,aripuana,-9.1667,-60.6333,93.88,43,81,3.47,BR,1715528256
515,ciudad bolivar,8.1222,-63.5497,96.67,34,39,9.78,VE,1715528256
516,sao jose do egito,-7.4789,-37.2744,91.4,25,22,6.76,BR,1715528256
517,pisco,-13.7,-76.2167,68.05,83,63,8.05,PE,1715528256
518,kruisfontein,-34.0033,24.7314,60.89,86,6,4.0,ZA,1715528145
519,aleksandrow kujawski,52.8766,18.6935,64.47,26,9,7.94,PL,1715528256
520,juan griego,11.0817,-63.9655,88.57,57,95,13.67,VE,1715528256
521,lompoc,34.6391,-120.4579,66.92,87,100,0.0,US,1715528150
522,beitbridge,-22.2167,30.0,74.34,53,3,10.49,ZW,1715528256
523,milagro,42.2386,-1.764,81.27,43,96,8.61,ES,1715528256
524,tinogasta,-28.0632,-67.5649,57.2,39,0,9.35,AR,1715528256
525,dunedin,-45.8742,170.5036,47.8,99,100,5.99,NZ,1715527875
526,cooma,-36.2333,149.1333,44.83,96,0,1.43,AU,1715528256
527,morehead city,34.7229,-76.726,77.0,38,0,12.66,US,1715528191
528,bellmere,-27.0875,152.923,61.92,98,1,4.0,AU,1715528257
529,tezu,27.9167,96.1667,75.45,57,92,5.23,IN,1715528257
530,leninskoye,41.7589,69.3864,58.46,70,9,3.87,KZ,1715528257
531,kachug,53.9606,105.8817,52.05,71,57,13.0,RU,1715528257
532,lucapa,-8.4192,20.7447,81.27,43,78,2.28,AO,1715528257
533,boende,-0.2167,20.8667,81.7,75,85,3.53,CD,1715528154
534,mili,6.0815,171.735,81.97,80,100,15.26,MH,1715528257
535,smithers,54.7804,-127.1743,44.92,70,75,3.44,CA,1715527968
536,dakhla,23.6848,-15.958,73.42,64,0,27.63,EH,1715528257
537,ilhabela,-23.7781,-45.3581,88.59,43,50,1.97,BR,1715528257
538,rossosh',51.1209,38.5116,47.44,65,96,8.81,RU,1715528257
539,banket,-17.3833,30.4,74.8,29,33,5.75,ZW,1715528258
540,newman,37.3138,-121.0208,74.01,32,0,1.36,US,1715528175
541,sangueya,10.7,-14.3667,94.6,44,12,12.24,GN,1715528258
542,leshan,29.5623,103.7639,63.36,86,76,3.18,CN,1715528258
543,la ronge,55.1001,-105.2842,37.65,65,100,6.91,CA,1715528159
544,fang,19.9169,99.2145,74.26,79,21,2.04,TH,1715528258
545,westport,41.1415,-73.3579,53.2,66,100,6.91,US,1715528198
546,bodaybo,57.8506,114.1933,41.56,86,100,7.34,RU,1715528176
547,imbituba,-28.24,-48.6703,75.85,78,100,4.25,BR,1715528258
548,mccook,40.2019,-100.6257,60.85,82,100,8.05,US,1715528000
549,colonia menno,-22.3667,-59.8167,67.21,78,100,7.99,PY,1715528258
550,kerikeri,-35.2268,173.9474,47.91,92,3,4.25,NZ,1715528164
551,hadibu,12.65,54.0333,85.73,70,60,3.87,YE,1715528155
552,kargopol',61.5071,38.9456,38.35,65,100,6.42,RU,1715527994
553,ormara,25.2088,64.6357,83.28,77,0,12.97,PK,1715528259
554,as samawah,31.332,45.2944,95.94,16,70,18.01,IQ,1715528259
555,tromso,69.6496,18.957,44.62,93,75,1.14,NO,1715528100
556,kirakira,-10.4544,161.9205,77.86,82,74,8.1,SB,1715528170
557,orenburg,51.7727,55.0988,50.02,95,100,8.57,RU,1715528259
558,canutama,-6.5339,-64.3831,96.03,45,100,2.51,BR,1715528259
559,salinopolis,-0.6136,-47.3561,85.21,69,61,5.5,BR,1715528259
560,vangviang,18.9333,102.45,74.08,78,5,3.09,LA,1715528259
561,fort irwin,35.2627,-116.6848,71.13,24,0,0.0,US,1715528259
562,sanctuary point,-35.1114,150.629,63.75,88,100,8.84,AU,1715528259
563,sumbawanga,-7.9667,31.6167,62.33,82,73,1.86,TZ,1715528259
564,ntoum,0.3833,9.7833,78.57,75,87,5.82,GA,1715528259
565,mumford,5.2618,-0.759,84.34,76,100,10.74,GH,1715528259
566,pont-eveque,45.5269,4.9143,73.98,56,98,14.18,FR,1715528259
567,singkawang,0.9,109.0,79.41,86,100,2.46,ID,1715528260
568,bathsheba,13.2167,-59.5167,88.41,70,20,18.41,BB,1715528260
569,motygino,58.1831,94.7592,43.79,64,78,4.0,RU,1715528260
570,sodankyla,67.4167,26.6,35.64,100,100,0.29,FI,1715528260
571,sciacca,37.5082,13.0881,79.03,64,0,4.43,IT,1715528260
572,aliwal north,-30.6937,26.7114,61.79,27,0,4.63,ZA,1715528260
573,ishpeming,46.4885,-87.6676,62.37,58,89,14.18,US,1715528193
574,larkird,35.4894,66.6641,55.47,60,0,3.62,AF,1715528260
575,acapulco de juarez,16.8634,-99.8901,82.22,61,75,5.75,MX,1715528013
576,al khafji,28.4391,48.4913,83.97,50,3,15.68,SA,1715528253
577,vila velha,-20.3297,-40.2925,91.35,99,20,8.05,BR,1715527916
